event_id,date,day_index,symbol,flat_adv_shares,forecast_adv_shares,realized_adv_shares,forecast_adv_multiplier,realized_adv_multiplier,calibrated_log_std
event_97,2031-10-16,1,U0_HK_financials,1200000.0,879992.0188354541,746756.3614464304,0.7333266823628785,0.6222969678720254,0.16713791241737447
event_97,2031-10-16,1,U1_JP_it,1500000.0,1099837.830921563,901686.8756710567,0.7332252206143753,0.6011245837807044,0.16489443966111242
event_97,2031-10-16,1,U2_US_healthcare,900000.0,659731.1527145791,562335.2113427668,0.7330346141273102,0.6248169014919631,0.1631743504363318
event_97,2031-10-16,1,U3_HK_it,1100000.0,806194.9839863536,776496.9153003136,0.7329045308966851,0.7059062866366488,0.16775960226320114
event_97,2031-10-16,1,M0_HK_financials,1200000.0,879293.4361469088,909538.1709968598,0.732744530122424,0.7579484758307165,0.16863040684967082
event_97,2031-10-16,1,M1_JP_it,1500000.0,1100553.3052096223,1237364.4328581563,0.7337022034730815,0.8249096219054375,0.16400197165815608
event_97,2031-10-16,1,M2_US_healthcare,900000.0,659840.0706110182,512542.94059409434,0.7331556340122425,0.5694921562156604,0.16696552239587029
event_97,2031-10-16,1,M3_HK_it,1100000.0,806734.0429899343,664204.0700738516,0.7333945845363039,0.6038218818853196,0.16568853665881925
event_97,2031-10-16,1,S0_HK_financials,1200000.0,879625.0458488157,776164.6056586604,0.7330208715406797,0.6468038380488836,0.168875148916201
event_97,2031-10-16,1,S1_JP_it,1500000.0,1099355.538698968,838353.4656429635,0.7329036924659786,0.5589023104286424,0.1626940694243221
event_97,2031-10-16,1,S2_US_healthcare,900000.0,661295.1409480448,579392.4343688433,0.734772378831161,0.643769371520937,0.16132641310862847
event_97,2031-10-16,1,S3_HK_it,1100000.0,807928.8734693622,639300.6483040386,0.7344807940630566,0.581182407549126,0.1636598392400725
event_97,2031-10-17,2,U0_HK_financials,1200000.0,949855.986165332,1360373.042398872,0.7915466551377767,1.13364420199906,0.16302914152955608
event_97,2031-10-17,2,U1_JP_it,1500000.0,1186858.143766764,1286567.2912889381,0.7912387625111761,0.8577115275259588,0.1620877821310547
event_97,2031-10-17,2,U2_US_healthcare,900000.0,713326.2772440299,669415.2869795599,0.7925847524933666,0.7437947633106221,0.16430969326905426
event_97,2031-10-17,2,U3_HK_it,1100000.0,871214.324352687,840640.793417359,0.7920130221388063,0.76421890310669,0.16377755901281205
event_97,2031-10-17,2,M0_HK_financials,1200000.0,950075.1611877717,1073299.3116490403,0.7917293009898098,0.8944160930408669,0.16543312692313478
event_97,2031-10-17,2,M1_JP_it,1500000.0,1186553.8405597464,1270373.970245217,0.7910358937064976,0.846915980163478,0.16595096694512418
event_97,2031-10-17,2,M2_US_healthcare,900000.0,712126.6218569373,747666.4041958215,0.7912518020632636,0.8307404491064684,0.16590054009077257
event_97,2031-10-17,2,M3_HK_it,1100000.0,868671.5532833423,856155.4824761332,0.7897014120757657,0.7783231658873938,0.16814414979768894
event_97,2031-10-17,2,S0_HK_financials,1200000.0,950478.6667161166,978708.6949278587,0.7920655555967638,0.8155905791065489,0.16523232347362818
event_97,2031-10-17,2,S1_JP_it,1500000.0,1187773.4134532597,1069331.3241729348,0.7918489423021732,0.7128875494486232,0.1612410272681022
event_97,2031-10-17,2,S2_US_healthcare,900000.0,711534.6819404936,672285.792715785,0.7905940910449929,0.74698421412865,0.1647295071524473
event_97,2031-10-17,2,S3_HK_it,1100000.0,870645.5146021711,1013743.2699219175,0.7914959223656102,0.9215847908381067,0.16688021967959474
event_97,2031-10-20,3,U0_HK_financials,1200000.0,1017799.2793506227,1249160.248114697,0.8481660661255189,1.0409668734289141,0.15986362505133833
event_97,2031-10-20,3,U1_JP_it,1500000.0,1270714.3290690277,1440473.7197699312,0.8471428860460185,0.9603158131799541,0.16393505746258707
event_97,2031-10-20,3,U2_US_healthcare,900000.0,764263.2642861975,758119.3880237951,0.8491814047624416,0.8423548755819945,0.15979636782850873
