date,symbol,trade_shares,trade_dollars,abs_pct_adv,cap_shares,cap_pct_adv,days_to_earnings,residual_shares_after,residual_dollars_after,event_id,strategy
2026-01-02,URGENT_BUY,27.301491923063537,1365.0745961531768,0.027301491923063536,200.0,0.2,2.0,72.69850807693646,3634.925403846823,event_01,static_open_loop
2026-01-02,HEDGE_SELL,-33.10388254669749,-1820.713540068362,0.0300944386788159,220.0,0.2,2.0,-46.89611745330251,-2579.286459931638,event_01,static_open_loop
2026-01-02,SMALL_BUY,10.28197100104074,616.9182600624443,0.00856830916753395,240.0,0.2,2.0,29.718028998959262,1783.0817399375558,event_01,static_open_loop
2026-01-05,URGENT_BUY,29.31527739790485,1465.7638698952426,0.029315277397904852,200.0,0.2,1.0,43.38323067903161,2169.1615339515806,event_01,static_open_loop
2026-01-05,HEDGE_SELL,-26.0545654149483,-1433.0010978221565,0.02368596855904391,220.0,0.2,1.0,-20.84155203835421,-1146.2853621094814,event_01,static_open_loop
2026-01-05,SMALL_BUY,9.694801091860331,581.6880655116198,0.008079000909883609,240.0,0.2,1.0,20.023227907098928,1201.3936744259356,event_01,static_open_loop
2026-01-06,URGENT_BUY,43.38323067903164,2169.161533951582,0.04338323067903164,200.0,0.2,0.0,-2.842170943040401e-14,-1.4210854715202004e-12,event_01,static_open_loop
2026-01-06,HEDGE_SELL,-20.841552038354223,-1146.2853621094823,0.01894686548941293,220.0,0.2,0.0,1.4210854715202004e-14,7.815970093361102e-13,event_01,static_open_loop
2026-01-06,SMALL_BUY,20.023227907098942,1201.3936744259365,0.016686023255915786,240.0,0.2,0.0,-1.4210854715202004e-14,-8.526512829121202e-13,event_01,static_open_loop
2026-01-02,URGENT_BUY,20.351717280575592,1017.5858640287796,0.021948722095552587,185.44785607084987,0.2,2.0,79.6482827194244,3982.4141359712203,event_01,forecast_liquidity
2026-01-02,HEDGE_SELL,-27.467807126926033,-1510.7293919809317,0.02673241561100088,205.5018710364695,0.2,2.0,-52.53219287307397,-2889.2706080190683,event_01,forecast_liquidity
2026-01-02,SMALL_BUY,4.582181735710823,274.9309041426494,0.004063185956226841,225.54624794804778,0.2,2.0,35.417818264289174,2125.0690958573505,event_01,forecast_liquidity
2026-01-05,URGENT_BUY,26.89358037878019,1344.6790189390094,0.02612363674332404,205.89461293633178,0.2,1.0,52.754702340644215,2637.735117032211,event_01,forecast_liquidity
2026-01-05,HEDGE_SELL,-25.99019273677838,-1429.4606005228109,0.023009961754012136,225.90383256283855,0.2,1.0,-26.542000136295584,-1459.8100074962572,event_01,forecast_liquidity
2026-01-05,SMALL_BUY,7.625787978244038,457.5472786946423,0.006202057136284357,245.9115680708687,0.2,1.0,27.79203028604514,1667.5218171627084,event_01,forecast_liquidity
2026-01-06,URGENT_BUY,52.75470234064423,2637.7351170322113,0.045239194752872934,233.22564704710632,0.2,0.0,-1.4210854715202004e-14,-7.105427357601002e-13,event_01,forecast_liquidity
2026-01-06,HEDGE_SELL,-26.542000136295595,-1459.8100074962576,0.020945029563159027,253.44437978718622,0.2,0.0,1.4210854715202004e-14,7.815970093361102e-13,event_01,forecast_liquidity
2026-01-06,SMALL_BUY,27.79203028604516,1667.5218171627098,0.020313510073394603,273.630999129446,0.19999999999999998,0.0,-2.1316282072803006e-14,-1.2789769243681803e-12,event_01,forecast_liquidity
2026-01-12,URGENT_BUY,27.301491923063537,1365.0745961531768,0.027301491923063536,200.0,0.2,2.0,72.69850807693646,3634.925403846823,event_02,static_open_loop
2026-01-12,HEDGE_SELL,-33.10388254669749,-1820.713540068362,0.0300944386788159,220.0,0.2,2.0,-46.89611745330251,-2579.286459931638,event_02,static_open_loop
2026-01-12,SMALL_BUY,10.28197100104074,616.9182600624443,0.00856830916753395,240.0,0.2,2.0,29.718028998959262,1783.0817399375558,event_02,static_open_loop
2026-01-13,URGENT_BUY,29.31527739790485,1465.7638698952426,0.029315277397904852,200.0,0.2,1.0,43.38323067903161,2169.1615339515806,event_02,static_open_loop
2026-01-13,HEDGE_SELL,-26.0545654149483,-1433.0010978221565,0.02368596855904391,220.0,0.2,1.0,-20.84155203835421,-1146.2853621094814,event_02,static_open_loop
2026-01-13,SMALL_BUY,9.694801091860331,581.6880655116198,0.008079000909883609,240.0,0.2,1.0,20.023227907098928,1201.3936744259356,event_02,static_open_loop
2026-01-14,URGENT_BUY,43.38323067903164,2169.161533951582,0.04338323067903164,200.0,0.2,0.0,-2.842170943040401e-14,-1.4210854715202004e-12,event_02,static_open_loop
