event_id,date,day_index,symbol,flat_adv_shares,forecast_adv_shares,realized_adv_shares,forecast_adv_multiplier,realized_adv_multiplier,calibrated_log_std
event_25,2028-03-15,1,U0_HK_financials,1200000.0,645321.6276784152,813983.9639965271,0.537768023065346,0.678319969997106,0.16713791241737447
event_25,2028-03-15,1,U1_JP_it,1500000.0,806428.8362174992,744387.274039366,0.5376192241449995,0.4962581826929107,0.16489443966111242
event_25,2028-03-15,1,U2_US_healthcare,900000.0,483605.77095789707,590076.4149123435,0.5373397455087745,0.655640461013715,0.1631743504363318
event_25,2028-03-15,1,U3_HK_it,1100000.0,590863.9565497789,775861.8169312677,0.5371490514088899,0.7053289244829707,0.16775960226320114
event_25,2028-03-15,1,M0_HK_financials,1200000.0,644297.4557091984,763913.3011248611,0.536914546424332,0.6365944176040509,0.16863040684967082
event_25,2028-03-15,1,M1_JP_it,1500000.0,807478.3850718826,826262.8844394846,0.5383189233812551,0.5508419229596564,0.16400197165815608
event_25,2028-03-15,1,M2_US_healthcare,900000.0,483765.4653155039,590030.7283614629,0.5375171836838932,0.6555896981794033,0.16696552239587029
event_25,2028-03-15,1,M3_HK_it,1100000.0,591654.3782898956,605709.6363128813,0.5378676166271779,0.5506451239208011,0.16568853665881925
event_25,2028-03-15,1,S0_HK_financials,1200000.0,644783.5177371093,820125.7545686215,0.5373195981142578,0.6834381288071846,0.168875148916201
event_25,2028-03-15,1,S1_JP_it,1500000.0,805721.7336453989,1046147.9623700383,0.5371478224302659,0.6974319749133588,0.1626940694243221
event_25,2028-03-15,1,S2_US_healthcare,900000.0,485901.4038238827,683216.8919240437,0.539890448693203,0.7591298799156041,0.16132641310862847
event_25,2028-03-15,1,S3_HK_it,1100000.0,593408.2405322478,747337.8846562487,0.539462036847498,0.6793980769602261,0.1636598392400725
event_25,2028-03-16,2,U0_HK_financials,1200000.0,751855.3287117628,951951.3054304235,0.6265461072598023,0.7932927545253529,0.16302914152955608
event_25,2028-03-16,2,U1_JP_it,1500000.0,939088.168950326,1054326.4355226564,0.6260587793002174,0.7028842903484376,0.1620877821310547
event_25,2028-03-16,2,U2_US_healthcare,900000.0,565371.530896474,740620.1150451334,0.6281905898849711,0.8229112389390371,0.16430969326905426
event_25,2028-03-16,2,U3_HK_it,1100000.0,690013.0899611899,949902.4873919251,0.6272846272374454,0.863547715810841,0.16377755901281205
event_25,2028-03-16,2,M0_HK_financials,1200000.0,752202.3432549754,1143747.7796734269,0.6268352860458128,0.9531231497278557,0.16543312692313478
event_25,2028-03-16,2,M1_JP_it,1500000.0,938606.6776980557,1018508.8669366533,0.6257377851320371,0.6790059112911022,0.16595096694512418
event_25,2028-03-16,2,M2_US_healthcare,900000.0,563471.472841526,825434.146627058,0.6260794142683622,0.9171490518078422,0.16590054009077257
event_25,2028-03-16,2,M3_HK_it,1100000.0,685991.1522579041,871421.1658817504,0.6236283202344582,0.7922010598925003,0.16814414979768894
event_25,2028-03-16,2,S0_HK_financials,1200000.0,752841.4132353723,943082.7659447294,0.6273678443628102,0.7859023049539412,0.16523232347362818
event_25,2028-03-16,2,S1_JP_it,1500000.0,940537.1211376056,1353895.7855344233,0.6270247474250704,0.9025971903562822,0.1612410272681022
event_25,2028-03-16,2,S2_US_healthcare,900000.0,562535.1151157327,741542.450915763,0.6250390167952585,0.82393605657307,0.1647295071524473
event_25,2028-03-16,2,S3_HK_it,1100000.0,689112.3746335268,794543.4935238741,0.626465795121388,0.7223122668398856,0.16688021967959474
