event_id,date,day_index,symbol,flat_adv_shares,forecast_adv_shares,realized_adv_shares,forecast_adv_multiplier,realized_adv_multiplier,calibrated_log_std
event_28,2028-05-09,1,U0_HK_financials,1200000.0,645321.6276784152,798700.7550754448,0.537768023065346,0.6655839625628707,0.16713791241737447
event_28,2028-05-09,1,U1_JP_it,1500000.0,806428.8362174992,1168024.4261766444,0.5376192241449995,0.7786829507844296,0.16489443966111242
event_28,2028-05-09,1,U2_US_healthcare,900000.0,483605.77095789707,620734.3354267305,0.5373397455087745,0.6897048171408117,0.1631743504363318
event_28,2028-05-09,1,U3_HK_it,1100000.0,590863.9565497789,589443.3931761838,0.5371490514088899,0.5358576301601671,0.16775960226320114
event_28,2028-05-09,1,M0_HK_financials,1200000.0,644297.4557091984,835306.4435680446,0.536914546424332,0.6960887029733704,0.16863040684967082
event_28,2028-05-09,1,M1_JP_it,1500000.0,807478.3850718826,985906.9974716211,0.5383189233812551,0.6572713316477474,0.16400197165815608
event_28,2028-05-09,1,M2_US_healthcare,900000.0,483765.4653155039,636404.9294199549,0.5375171836838932,0.7071165882443943,0.16696552239587029
event_28,2028-05-09,1,M3_HK_it,1100000.0,591654.3782898956,607470.1991235242,0.5378676166271779,0.5522456355668403,0.16568853665881925
event_28,2028-05-09,1,S0_HK_financials,1200000.0,644783.5177371093,777322.7298723843,0.5373195981142578,0.6477689415603203,0.168875148916201
event_28,2028-05-09,1,S1_JP_it,1500000.0,805721.7336453989,976832.1149504015,0.5371478224302659,0.6512214099669343,0.1626940694243221
event_28,2028-05-09,1,S2_US_healthcare,900000.0,485901.4038238827,510180.804212739,0.539890448693203,0.5668675602363766,0.16132641310862847
event_28,2028-05-09,1,S3_HK_it,1100000.0,593408.2405322478,737970.691780537,0.539462036847498,0.6708824470732154,0.1636598392400725
event_28,2028-05-10,2,U0_HK_financials,1200000.0,751855.3287117628,820788.0349092165,0.6265461072598023,0.6839900290910137,0.16302914152955608
event_28,2028-05-10,2,U1_JP_it,1500000.0,939088.168950326,871105.3499663051,0.6260587793002174,0.5807368999775367,0.1620877821310547
event_28,2028-05-10,2,U2_US_healthcare,900000.0,565371.530896474,612967.1676783821,0.6281905898849711,0.681074630753758,0.16430969326905426
event_28,2028-05-10,2,U3_HK_it,1100000.0,690013.0899611899,842887.5015222158,0.6272846272374454,0.7662613650201962,0.16377755901281205
event_28,2028-05-10,2,M0_HK_financials,1200000.0,752202.3432549754,882042.0499851912,0.6268352860458128,0.735035041654326,0.16543312692313478
event_28,2028-05-10,2,M1_JP_it,1500000.0,938606.6776980557,1047152.8866654679,0.6257377851320371,0.6981019244436453,0.16595096694512418
event_28,2028-05-10,2,M2_US_healthcare,900000.0,563471.472841526,634651.4316651543,0.6260794142683622,0.705168257405727,0.16590054009077257
event_28,2028-05-10,2,M3_HK_it,1100000.0,685991.1522579041,782593.773167115,0.6236283202344582,0.7114488846973773,0.16814414979768894
event_28,2028-05-10,2,S0_HK_financials,1200000.0,752841.4132353723,802739.7039441266,0.6273678443628102,0.6689497532867722,0.16523232347362818
event_28,2028-05-10,2,S1_JP_it,1500000.0,940537.1211376056,1011411.9374421919,0.6270247474250704,0.6742746249614613,0.1612410272681022
event_28,2028-05-10,2,S2_US_healthcare,900000.0,562535.1151157327,667751.4095912763,0.6250390167952585,0.7419460106569736,0.1647295071524473
event_28,2028-05-10,2,S3_HK_it,1100000.0,689112.3746335268,596709.9583190675,0.626465795121388,0.5424635984718795,0.16688021967959474
event_28,2028-05-11,3,U0_HK_financials,1200000.0,863262.8108722059,1094467.2305616662,0.7193856757268382,0.9120560254680552,0.15986362505133833
event_28,2028-05-11,3,U1_JP_it,1500000.0,1076476.6040675663,1201656.8704775637,0.7176510693783775,0.8011045803183758,0.16393505746258707
event_28,2028-05-11,3,U2_US_healthcare,900000.0,648998.1523748824,766696.892346571,0.7211090581943137,0.8518854359406344,0.15979636782850873
event_28,2028-05-11,3,U3_HK_it,1100000.0,789151.6413825137,1191536.183857067,0.7174105830750125,1.0832147125973337,0.16434852461917251
event_28,2028-05-11,3,M0_HK_financials,1200000.0,859428.9182491427,984151.6776181754,0.7161907652076189,0.8201263980151462,0.16585479718832535
event_28,2028-05-11,3,M1_JP_it,1500000.0,1079520.122570685,1539943.6713988075,0.71968008171379,1.0266291142658717,0.15909846467402208
event_28,2028-05-11,3,M2_US_healthcare,900000.0,647457.4989685115,755650.7266139194,0.7193972210761238,0.8396119184599105,0.1636650551710691
event_28,2028-05-11,3,M3_HK_it,1100000.0,789682.230198237,870950.7513955279,0.7178929365438518,0.7917734103595708,0.16122573444257515
event_28,2028-05-11,3,S0_HK_financials,1200000.0,855859.4171031748,1137546.2105473229,0.7132161809193124,0.9479551754561024,0.16434540767002648
event_28,2028-05-11,3,S1_JP_it,1500000.0,1076035.0243546162,1325940.0281251739,0.7173566829030774,0.8839600187501159,0.1618763075955342
event_28,2028-05-11,3,S2_US_healthcare,900000.0,644059.273651322,877576.2995625921,0.7156214151681356,0.9750847772917689,0.16461185507221077
event_28,2028-05-11,3,S3_HK_it,1100000.0,789205.8317058785,866936.2168821547,0.717459847005344,0.7881238335292315,0.16268033203820986
event_28,2028-05-12,4,U0_HK_financials,1200000.0,964512.4222205593,1102130.839730042,0.8037603518504661,0.9184423664417017,0.16488678657880354
event_28,2028-05-12,4,U1_JP_it,1500000.0,1209207.6950786356,1394786.2750341515,0.806138463385757,0.9298575166894343,0.16430788090266352
event_28,2028-05-12,4,U2_US_healthcare,900000.0,727145.6971913873,908767.6917768697,0.8079396635459859,1.0097418797520774,0.16237621926382492
event_28,2028-05-12,4,U3_HK_it,1100000.0,885322.5621060199,1035509.2786690587,0.8048386928236545,0.941372071517326,0.16562214383865606
event_28,2028-05-12,4,M0_HK_financials,1200000.0,969782.3787225978,992813.1296318384,0.8081519822688316,0.8273442746931987,0.16604090349483036
event_28,2028-05-12,4,M1_JP_it,1500000.0,1208393.174627141,1468606.7668137075,0.8055954497514274,0.979071177875805,0.16544721471466073
event_28,2028-05-12,4,M2_US_healthcare,900000.0,726297.4650231852,622965.7528282783,0.8069971833590948,0.6921841698091982,0.1626147392207607
event_28,2028-05-12,4,M3_HK_it,1100000.0,885637.951848479,1091313.2460802426,0.8051254107713446,0.9921029509820387,0.16419240474746025
event_28,2028-05-12,4,S0_HK_financials,1200000.0,966969.468490795,976948.3117936046,0.8058078904089958,0.8141235931613372,0.16727359890110843
event_28,2028-05-12,4,S1_JP_it,1500000.0,1204344.3987096858,1288007.2608592603,0.8028962658064572,0.8586715072395069,0.16394785897281894
event_28,2028-05-12,4,S2_US_healthcare,900000.0,724653.6239386337,830521.8137418994,0.8051706932651486,0.9228020152687771,0.16392323877724785
event_28,2028-05-12,4,S3_HK_it,1100000.0,888249.4507236574,1066658.8434957324,0.8074995006578704,0.9696898577233931,0.1652869201233931
event_28,2028-05-15,5,U0_HK_financials,1200000.0,1072500.758690047,1278865.39742075,0.8937506322417059,1.0657211645172917,0.16457298306200016
event_28,2028-05-15,5,U1_JP_it,1500000.0,1339554.2731549926,1230020.9058388183,0.8930361821033284,0.8200139372258789,0.1661027648134431
event_28,2028-05-15,5,U2_US_healthcare,900000.0,803286.7736745336,812297.8459085184,0.8925408596383706,0.902553162120576,0.16373206898524031
event_28,2028-05-15,5,U3_HK_it,1100000.0,982383.2380527153,937157.7496511618,0.8930756709570139,0.8519615905919653,0.1627530124048148
event_28,2028-05-15,5,M0_HK_financials,1200000.0,1069276.0425965108,1236744.2444120513,0.8910633688304257,1.0306202036767094,0.16276205785871858
event_28,2028-05-15,5,M1_JP_it,1500000.0,1339724.8902909379,1538984.234408874,0.8931499268606252,1.025989489605916,0.16386239677226183
event_28,2028-05-15,5,M2_US_healthcare,900000.0,804769.7255109716,993708.2349868178,0.8941885839010796,1.1041202610964642,0.16351883654382085
event_28,2028-05-15,5,M3_HK_it,1100000.0,982218.0432431151,1010400.9051071255,0.8929254938573773,0.9185462773701141,0.16402926018828423
event_28,2028-05-15,5,S0_HK_financials,1200000.0,1071853.5766973093,1163212.82969633,0.8932113139144244,0.9693440247469417,0.1619931037592334
event_28,2028-05-15,5,S1_JP_it,1500000.0,1338172.6516351774,1608291.784543098,0.8921151010901183,1.072194523028732,0.16454128261931678
event_28,2028-05-15,5,S2_US_healthcare,900000.0,803824.4365227227,1035780.3971750892,0.8931382628030252,1.1508671079723214,0.16170024856754955
event_28,2028-05-15,5,S3_HK_it,1100000.0,982289.3596931311,1082897.26100655,0.8929903269937555,0.9844520554605,0.16217537333214244
event_28,2028-05-16,6,U0_HK_financials,1200000.0,1186116.2639762752,1393672.2602779253,0.9884302199802294,1.1613935502316044,0.1631046255560617
event_28,2028-05-16,6,U1_JP_it,1500000.0,1481264.6938055928,1653935.138061732,0.9875097958703952,1.102623425374488,0.16223895101398514
event_28,2028-05-16,6,U2_US_healthcare,900000.0,884763.9803885622,914382.7508181464,0.9830710893206247,1.0159808342423848,0.16406545553305837
event_28,2028-05-16,6,U3_HK_it,1100000.0,1086678.6644565,1340033.974019306,0.9878896949604545,1.2182127036539145,0.15924092944353743
event_28,2028-05-16,6,M0_HK_financials,1200000.0,1181819.8578812177,1500503.9072089214,0.9848498815676815,1.250419922674101,0.16518691591461804
event_28,2028-05-16,6,M1_JP_it,1500000.0,1483548.4012943015,1606927.6000432754,0.9890322675295343,1.071285066695517,0.16322137965332434
event_28,2028-05-16,6,M2_US_healthcare,900000.0,883305.7899347555,1067698.795477538,0.9814508777052839,1.1863319949750422,0.1630923306439838
event_28,2028-05-16,6,M3_HK_it,1100000.0,1085902.2132568571,1197433.877851114,0.9871838302335065,1.0885762525919218,0.16104945792825265
event_28,2028-05-16,6,S0_HK_financials,1200000.0,1185275.2064948226,1196436.7389986448,0.9877293387456856,0.997030615832204,0.16342259758496588
event_28,2028-05-16,6,S1_JP_it,1500000.0,1474335.394912333,1619672.2097852668,0.9828902632748887,1.0797814731901778,0.16542700972999877
event_28,2028-05-16,6,S2_US_healthcare,900000.0,887762.9008117839,1077658.6510437643,0.9864032231242043,1.1973985011597381,0.16090581684559185
event_28,2028-05-16,6,S3_HK_it,1100000.0,1083504.1052983482,1103131.683350171,0.9850037320894075,1.0028469848637918,0.16690086099083312
event_28,2028-05-17,7,U0_HK_financials,1200000.0,1291132.775262873,1238073.474426789,1.0759439793857275,1.0317278953556575,0.16274411237007938
event_28,2028-05-17,7,U1_JP_it,1500000.0,1605295.7197940347,1762545.1130092952,1.0701971465293565,1.1750300753395302,0.16558672198795293
event_28,2028-05-17,7,U2_US_healthcare,900000.0,969119.1446434562,982354.9089639956,1.0767990496038402,1.0915054544044396,0.1594187407474982
event_28,2028-05-17,7,U3_HK_it,1100000.0,1183323.5140434583,1194923.8513031295,1.0757486491304167,1.0862944102755723,0.16258489910625465
event_28,2028-05-17,7,M0_HK_financials,1200000.0,1292012.0480519722,1227386.7593501804,1.0766767067099767,1.0228222994584837,0.16155458690965885
event_28,2028-05-17,7,M1_JP_it,1500000.0,1601950.974230034,1897055.2849157106,1.067967316153356,1.2647035232771404,0.16370996512510333
event_28,2028-05-17,7,M2_US_healthcare,900000.0,963533.355841938,1065414.420014623,1.0705926176021534,1.1837938000162478,0.16518160087786435
event_28,2028-05-17,7,M3_HK_it,1100000.0,1184897.5645504566,1311713.2572959005,1.0771796041367787,1.1924665975417277,0.16425896269323
event_28,2028-05-17,7,S0_HK_financials,1200000.0,1289463.1165796216,1430784.1600125337,1.0745525971496845,1.192320133343778,0.1617872040794796
event_28,2028-05-17,7,S1_JP_it,1500000.0,1616018.1540344683,1984062.6080486577,1.0773454360229788,1.3227084053657718,0.16118445525848007
event_28,2028-05-17,7,S2_US_healthcare,900000.0,964471.1880195984,1018569.1333999672,1.0716346533551093,1.1317434815555192,0.1643197566727869
event_28,2028-05-17,7,S3_HK_it,1100000.0,1181381.0491160373,1151100.870430734,1.0739827719236703,1.0464553367552127,0.16634706223976797
event_28,2028-05-18,8,U0_HK_financials,1200000.0,1404987.5419363782,1589303.6745621706,1.1708229516136486,1.324419728801809,0.16123385312056637
event_28,2028-05-18,8,U1_JP_it,1500000.0,1742116.2028140584,2012819.5136936079,1.161410801876039,1.3418796757957385,0.16443396099032806
event_28,2028-05-18,8,U2_US_healthcare,900000.0,1045284.1418387265,1086886.3887057782,1.1614268242652517,1.20765154300642,0.16230806276298557
