event_id,policy_id,net_pnl_bps,within_event_max_drawdown_bps,hard_pass,behavior_pass
policy_event_01,policy_0050,1.8039129416289488,0.38,True,True
policy_event_01,policy_0200,2.7902035941073042,0.5162090691760441,True,True
policy_event_01,policy_0350,7.562224260265174,0.2875155949035857,False,True
policy_event_01,policy_0500,4.49374438309424,0.7703002251019867,True,True
policy_event_01,policy_0650,7.269583703567071,0.38039069137409165,True,False
policy_event_01,policy_0800,6.390617199464486,1.308509865563897,True,True
policy_event_01,policy_1000,6.8495079636487795,1.9288051085995108,True,True
policy_event_02,policy_0050,0.9300229797583804,0.6174058328761635,True,True
policy_event_02,policy_0200,1.1378206466300864,0.7387123586037051,True,True
policy_event_02,policy_0350,6.416622788141016,0.521496988802106,True,True
policy_event_02,policy_0500,1.6549758781460167,1.031587455074211,True,True
policy_event_02,policy_0650,5.377990395363513,0.6597066292640161,True,True
policy_event_02,policy_0800,1.7659120254419105,1.5800018722996303,True,True
policy_event_02,policy_1000,0.2246045042371947,2.1738138313304183,True,True
policy_event_03,policy_0050,1.2532800251530698,0.4461057279851193,True,True
policy_event_03,policy_0200,1.6485692200050437,0.5788903581835203,True,True
policy_event_03,policy_0350,6.717487397914468,0.38898082445562526,True,True
policy_event_03,policy_0500,2.5019812948416593,0.9170999986454305,True,True
policy_event_03,policy_0650,5.973475937574058,0.5373952416810447,True,True
policy_event_03,policy_0800,3.29726878162457,1.431207200711833,True,True
policy_event_03,policy_1000,2.418719003351581,2.0042251320672753,True,True
policy_event_04,policy_0050,1.362338823237646,0.3696482802170671,True,True
policy_event_04,policy_0200,1.8182712463131117,0.5297387464891721,True,True
policy_event_04,policy_0350,6.815565783590934,0.3578579206789772,True,True
policy_event_04,policy_0500,2.863292565135456,0.8781531637145915,True,True
policy_event_04,policy_0650,6.259356581826113,0.4719651227453796,True,True
policy_event_04,policy_0800,3.9712450917900086,1.344983054100822,True,True
policy_event_04,policy_1000,3.3381205958886895,1.9220141472585401,True,True
policy_event_05,policy_0050,1.3531423100511601,0.36132207325897914,True,True
policy_event_05,policy_0200,1.8331826741153296,0.5394412474487843,True,True
policy_event_05,policy_0350,6.842702038086647,0.3597364904843985,True,True
policy_event_05,policy_0500,3.009341616768972,0.8535484495151867,True,True
policy_event_05,policy_0650,6.392982681744463,0.42656638087062915,True,False
policy_event_05,policy_0800,4.201972538061389,1.3035974740283474,True,True
policy_event_05,policy_1000,3.605214317703904,1.905759236012594,True,True
policy_event_06,policy_0050,1.512235521097942,0.35850986556389675,True,True
policy_event_06,policy_0200,2.193048315227586,0.528805108599511,True,True
policy_event_06,policy_0350,7.123295762741004,0.3226170676302991,True,True
policy_event_06,policy_0500,3.711268440701707,0.7956349989857416,True,True
policy_event_06,policy_0650,6.869967578913373,0.3726660921434597,True,True
policy_event_06,policy_0800,5.281150709486371,1.2748278541277065,True,True
policy_event_06,policy_1000,5.113253289490521,1.9001327709396414,True,True
policy_event_07,policy_0050,1.2995467765870918,0.3907244601696852,True,True
policy_event_07,policy_0200,1.8882808731986385,0.5345364192004735,True,True
policy_event_07,policy_0350,6.963554468849165,0.30755435055591585,True,True
policy_event_07,policy_0500,3.23436628825053,0.784585443713634,True,True
policy_event_07,policy_0650,6.529236081115449,0.38674720569788074,True,True
policy_event_07,policy_0800,4.363826987969675,1.3120521225098158,True,True
policy_event_07,policy_1000,3.788938277473884,1.937234970332149,True,True
policy_event_08,policy_0050,1.285200839395692,0.3923162995025154,True,True
policy_event_08,policy_0200,1.9053152811647516,0.5153342308579578,True,True
policy_event_08,policy_0350,6.998963725793217,0.29236532401567594,False,True
policy_event_08,policy_0500,3.2068719814824864,0.7945270859999227,True,True
policy_event_08,policy_0650,6.467897783499434,0.41983200281185784,True,True
policy_event_08,policy_0800,4.226154954709187,1.345014850634191,True,True
policy_event_08,policy_1000,3.631647378553837,1.946922635315722,True,True
policy_event_09,policy_0050,1.1562030730325423,0.44619086621491877,True,True
policy_event_09,policy_0200,1.6589190237930347,0.5732219593726369,True,True
policy_event_09,policy_0350,6.827109890812205,0.3753837213568837,True,True
policy_event_09,policy_0500,2.6818798451202066,0.9006886381688187,True,True
policy_event_09,policy_0650,6.076601701706343,0.525871485991152,True,False
policy_event_09,policy_0800,3.33676902337369,1.4277792706726833,True,True
policy_event_09,policy_1000,2.415340451570174,2.004657983775412,True,True
policy_event_10,policy_0050,1.6123408549030906,0.32266609214345965,True,True
policy_event_10,policy_0200,2.415946569027965,0.47482785412770645,True,True
policy_event_10,policy_0350,7.2964306902261935,0.3001327709396415,True,True
policy_event_10,policy_0500,3.829083283747559,0.8253156187619748,True,True
policy_event_10,policy_0650,6.822859374714472,0.4272234034435059,True,True
policy_event_10,policy_0800,5.3191633548910255,1.304102116546235,True,True
policy_event_10,policy_1000,5.325023059144297,1.8772093626142352,True,True
policy_event_11,policy_0050,0.8212808913729561,0.6352697925008243,True,True
policy_event_11,policy_0200,0.9108260933775757,0.8105747093127593,True,True
policy_event_11,policy_0350,6.247901664176411,0.6357575571350926,True,True
policy_event_11,policy_0500,1.264222309970417,1.1376653418166238,True,True
policy_event_11,policy_0650,5.126615431710009,0.7145440549193529,True,True
policy_event_11,policy_0800,1.1636976692376744,1.5876513009873532,True,True
policy_event_11,policy_1000,-0.641235338368192,2.1817121539634163,True,True
policy_event_12,policy_0050,1.5290720369837965,0.3501327709396415,True,True
policy_event_12,policy_0200,2.1278356037626147,0.5253156187619747,True,True
policy_event_12,policy_0350,7.027367922386356,0.32722340344350587,True,True
policy_event_12,policy_0500,3.32313398057824,0.8041021165462351,True,True
policy_event_12,policy_0650,6.538131022915832,0.3772093626142354,True,True
policy_event_12,policy_0800,4.702631013009803,1.2712702155902984,True,True
policy_event_12,policy_1000,4.426042212533145,1.891745099858452,True,True
policy_event_13,policy_0050,1.726947885380041,0.3753156187619747,True,True
policy_event_13,policy_0200,2.4802531031744155,0.5272234034435059,True,True
policy_event_13,policy_0350,7.259925791097326,0.304102116546235,True,True
policy_event_13,policy_0500,4.012372092712544,0.7772093626142355,True,True
policy_event_13,policy_0650,7.0419459341448505,0.3712702155902985,True,False
policy_event_13,policy_0800,5.892142762605676,1.291745099858452,True,True
policy_event_13,policy_1000,6.078425069714685,1.9198095012473224,True,True
policy_event_14,policy_0050,1.0067000103332322,0.5635046474728792,True,True
policy_event_14,policy_0200,1.2352192173629977,0.6903833605756083,True,True
policy_event_14,policy_0350,6.4582189582576355,0.4634906066436087,True,True
policy_event_14,policy_0500,2.0585833279598558,0.9575514596196718,True,True
policy_event_14,policy_0650,5.766568766533503,0.5780263438878254,True,True
policy_event_14,policy_0800,2.589193015156758,1.5060907452766958,True,True
policy_event_14,policy_1000,1.260776837197661,2.1159423825749735,True,True
policy_event_15,policy_0050,1.5350815812910397,0.35410211654623497,True,True
policy_event_15,policy_0200,2.2666873166526273,0.47720936261423536,True,True
policy_event_15,policy_0350,7.190451844324901,0.27127021559029846,False,True
policy_event_15,policy_0500,3.8565524026913036,0.7917450998584521,True,True
policy_event_15,policy_0650,6.961352976047105,0.4198095012473224,True,True
policy_event_15,policy_0800,5.475523952552054,1.3296611385456,True,True
policy_event_15,policy_1000,5.386099144143532,1.9122424618544016,True,True
policy_event_16,policy_0050,1.4438329554879272,0.32720936261423533,True,True
policy_event_16,policy_0200,2.170823632931385,0.47127021559029847,True,True
policy_event_16,policy_0350,7.164677871413087,0.2917450998584521,True,True
policy_event_16,policy_0500,3.6930341981981942,0.8198095012473224,True,True
policy_event_16,policy_0650,6.819436675075271,0.4296611385456001,True,True
policy_event_16,policy_0800,5.085266844752187,1.3122424618544017,True,True
policy_event_16,policy_1000,4.839337272239026,1.8835681221932719,True,True
policy_event_17,policy_0050,1.5243920872159684,0.32127021559029845,True,True
policy_event_17,policy_0200,2.3373645767406246,0.4917450998584521,True,True
policy_event_17,policy_0350,7.287952355321913,0.3198095012473224,True,True
policy_event_17,policy_0500,3.886164912098726,0.8296611385456001,True,True
policy_event_17,policy_0650,6.903013642204505,0.4122424618544018,True,False
policy_event_17,policy_0800,5.341981608631178,1.283568122193272,True,True
policy_event_17,policy_1000,5.262666541234262,1.870001175208161,True,True
policy_event_18,policy_0050,1.4546860238716428,0.3417450998584521,True,True
policy_event_18,policy_0200,2.1756037463145663,0.5198095012473224,True,True
policy_event_18,policy_0350,7.160229234185789,0.3296611385456001,True,True
policy_event_18,policy_0500,3.4944675607268634,0.8122424618544019,True,True
policy_event_18,policy_0650,6.607456986586651,0.38356812219327197,True,True
policy_event_18,policy_0800,4.709753783798469,1.270001175208161,True,True
policy_event_18,policy_1000,4.417022240434789,1.8840150093899979,True,True
policy_event_19,policy_0050,1.6163587294697186,0.36980950124732237,True,True
policy_event_19,policy_0200,2.3909954761539587,0.5296611385456,True,True
policy_event_19,policy_0350,7.2619445719736495,0.31224246185440174,True,True
policy_event_19,policy_0500,3.7559257239420205,0.783568122193272,True,True
policy_event_19,policy_0650,6.77563388206117,0.3700011752081609,True,True
policy_event_19,policy_0800,5.241389964443254,1.284015009389998,True,True
policy_event_19,policy_1000,5.22543893422928,1.91272537022011,True,True
policy_event_20,policy_0050,1.2677447558319532,0.48018132717643325,True,True
