event_id,information_cutoff,training_event_ids,ridge_multiplier,ridge_penalty,feature,coefficient
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,intercept,0.00010976273054819972
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,raw_directional_return,-1.1510176966526005e-06
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,progress,7.428637458479848e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,progress_squared,4.668597805557549e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,inverse_event_days,1.9374103393125446e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,event_days_missing,0.0
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,capacity_pressure,1.5692025755855092e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,log_adv_shares,1.4171303827941986e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,raw_uncertainty,0.0
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,prediction_confidence,2.138887659583832e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,prediction_confidence_missing,0.0
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,crowding,-1.9953080819762785e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,crowding_missing,0.0
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,side=buy,2.6950195293117155e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,side=sell,-2.695019529310783e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,country=HK,1.0991238548012415e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,country=JP,2.833316762688849e-06
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,country=SG,-3.713136436909969e-06
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,country=US,-1.0111418873785784e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,sector=financials,-1.0111418873785785e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,sector=healthcare,2.8333167626888488e-06
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,sector=industrials,-3.713136436909973e-06
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,sector=technology,1.0991238548012434e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,industry=banks,-1.0111418873785787e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,industry=biotech,2.8333167626888496e-06
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,industry=capital_goods,-3.7131364369099706e-06
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,industry=software,1.099123854801243e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,urgency=medium,-1.0832275897746748e-06
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,urgency=small,-7.4470112360898055e-06
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,urgency=urgent,8.530238825871565e-06
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,rebalance_type=add_delete,2.3937008289053686e-05
alpha_event_05,2020-02-27 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04,0.1,0.18064516129032265,rebalance_type=weight_change,-2.3937008289043742e-05
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,intercept,0.00011181660438073338
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,raw_directional_return,2.040424862404579e-06
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,progress,6.979405581005463e-05
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,progress_squared,4.586444735342203e-05
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,inverse_event_days,2.5583988499246415e-05
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,event_days_missing,0.0
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,capacity_pressure,2.0111523717251567e-05
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,log_adv_shares,1.1445810914891966e-05
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,raw_uncertainty,0.0
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,prediction_confidence,1.6521313029699526e-05
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,prediction_confidence_missing,0.0
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,crowding,-2.0261138230427543e-05
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,crowding_missing,0.0
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,side=buy,2.5578501970947703e-05
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,side=sell,-2.5578501970949956e-05
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,country=HK,8.548063536273797e-06
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,country=JP,6.402679726951196e-06
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,country=SG,-1.309863414580976e-06
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,country=US,-1.364087984864482e-05
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,sector=financials,-1.3640879848644816e-05
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,sector=healthcare,6.402679726951193e-06
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,sector=industrials,-1.3098634145809757e-06
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,sector=technology,8.548063536273807e-06
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,industry=banks,-1.364087984864482e-05
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,industry=biotech,6.402679726951195e-06
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,industry=capital_goods,-1.3098634145809793e-06
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,industry=software,8.548063536273805e-06
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,urgency=medium,-3.614343891801209e-06
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,urgency=small,-6.260348499206325e-06
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,urgency=urgent,9.874692391008088e-06
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,rebalance_type=add_delete,2.5010563850199413e-05
alpha_event_06,2020-03-12 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05,0.1,0.22580645161290325,rebalance_type=weight_change,-2.5010563850202893e-05
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,intercept,0.00011633712856299275
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,raw_directional_return,-1.4292984428531855e-06
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,progress,6.941541665599646e-05
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,progress_squared,4.6662600784859756e-05
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,inverse_event_days,2.6604065835740957e-05
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,event_days_missing,0.0
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,capacity_pressure,2.4049685447574168e-05
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,log_adv_shares,1.009078611869928e-05
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,raw_uncertainty,0.0
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,prediction_confidence,1.4365543749685252e-05
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,prediction_confidence_missing,0.0
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,crowding,-2.825457249921836e-05
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,crowding_missing,0.0
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,side=buy,2.42129185106556e-05
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,side=sell,-2.4212918510669736e-05
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,country=HK,7.270389989772413e-06
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,country=JP,5.80831198863852e-06
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,country=SG,-2.382635897163934e-06
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,country=US,-1.069606608125467e-05
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,sector=financials,-1.0696066081254672e-05
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,sector=healthcare,5.808311988638522e-06
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,sector=industrials,-2.3826358971639334e-06
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,sector=technology,7.270389989772431e-06
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,industry=banks,-1.0696066081254674e-05
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,industry=biotech,5.808311988638523e-06
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,industry=capital_goods,-2.3826358971639326e-06
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,industry=software,7.27038998977243e-06
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,urgency=medium,-3.0481340537538147e-06
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,urgency=small,-6.330861375294712e-06
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,urgency=urgent,9.378995429039294e-06
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,rebalance_type=add_delete,2.064771069365449e-05
alpha_event_07,2020-03-26 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06,0.1,0.2709677419354838,rebalance_type=weight_change,-2.064771069366772e-05
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,intercept,0.00011453648823851059
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,raw_directional_return,7.889560160977759e-07
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,progress,6.929673889841237e-05
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,progress_squared,4.3879005760193705e-05
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,inverse_event_days,2.5972793608543334e-05
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,event_days_missing,0.0
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,capacity_pressure,2.1495429058954364e-05
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,log_adv_shares,1.2752646269968589e-05
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,raw_uncertainty,0.0
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,prediction_confidence,1.8804354915304948e-05
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,prediction_confidence_missing,0.0
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,crowding,-2.8540734749533647e-05
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,crowding_missing,0.0
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,side=buy,2.326238290422008e-05
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,side=sell,-2.3262382904238947e-05
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,country=HK,6.732763395530931e-06
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,country=JP,4.158658919831863e-06
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,country=SG,-3.241149890333665e-07
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,country=US,-1.0567307326339428e-05
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,sector=financials,-1.0567307326339433e-05
alpha_event_08,2020-04-09 16:00:00,alpha_event_01|alpha_event_02|alpha_event_03|alpha_event_04|alpha_event_05|alpha_event_06|alpha_event_07,0.1,0.31612903225806444,sector=healthcare,4.158658919831862e-06
