date,symbol,trade_shares,trade_dollars,abs_pct_adv,cap_shares,cap_pct_adv,days_to_earnings,residual_shares_after,residual_dollars_after,event_id,strategy
2028-05-09,U0_HK_financials,61608.02159524214,4805425.684428887,0.05134001799603512,120000.0,0.1,9.0,958391.978404758,74754574.31557113,event_28,static_open_loop
2028-05-09,U1_JP_it,-109279.74886085899,-5901106.438486385,0.07285316590723932,150000.0,0.1,9.0,-1165720.2511391412,-62948893.561513625,event_28,static_open_loop
2028-05-09,U2_US_healthcare,48566.40756386135,5439437.647152471,0.053962675070957054,90000.0,0.1,9.0,716433.5924361388,80240562.35284755,event_28,static_open_loop
2028-05-09,U3_HK_it,-61691.522215122706,-4071640.466198099,0.05608320201374792,110000.0,0.1,9.0,-873308.4777848774,-57638359.533801906,event_28,static_open_loop
2028-05-09,M0_HK_financials,-47780.06696016041,-3726845.222892512,0.03981672246680034,120000.0,0.1,9.0,-492219.9330398396,-38393154.77710749,event_28,static_open_loop
2028-05-09,M1_JP_it,76993.20246476504,4157632.933097312,0.05132880164317669,150000.0,0.1,9.0,598006.797535235,32292367.066902686,event_28,static_open_loop
2028-05-09,M2_US_healthcare,-40376.18880364038,-4522133.146007723,0.04486243200404487,90000.0,0.1,9.0,-364623.81119635963,-40837866.853992276,event_28,static_open_loop
2028-05-09,M3_HK_it,55642.53285206475,3672407.168236274,0.05058412077460432,110000.0,0.1,9.0,439357.46714793524,28997592.831763726,event_28,static_open_loop
2028-05-09,S0_HK_financials,1.6255246856578107e-08,1.2679092548130924e-06,1.3546039047148422e-14,120000.0,0.1,9.0,119999.99999998375,9359999.999998732,event_28,static_open_loop
2028-05-09,S1_JP_it,-3.436624467062447e-08,-1.8557772122137212e-06,2.2910829780416313e-14,150000.0,0.1,9.0,-149999.99999996563,-8099999.999998144,event_28,static_open_loop
2028-05-09,S2_US_healthcare,-2.6841829439799355e-06,-0.0003006284897257528,2.9824254933110396e-12,90000.0,0.1,9.0,90000.00000268419,10080000.000300629,event_28,static_open_loop
2028-05-09,S3_HK_it,-1.8030447296853339e-09,-1.1900095215923204e-07,1.6391315724412127e-15,110000.0,0.1,9.0,-109999.9999999982,-7259999.999999881,event_28,static_open_loop
2028-05-10,U0_HK_financials,68765.1963858584,5363685.318096955,0.05730433032154867,120000.0,0.1,8.0,889626.7820188996,69390888.99747416,event_28,static_open_loop
2028-05-10,U1_JP_it,-122524.06308330843,-6616299.406498655,0.08168270872220562,150000.0,0.1,8.0,-1043196.1880558329,-56332594.15501498,event_28,static_open_loop
2028-05-10,U2_US_healthcare,54557.58505059864,6110449.525667047,0.060619538945109595,90000.0,0.1,8.0,661876.0073855402,74130112.8271805,event_28,static_open_loop
2028-05-10,U3_HK_it,-67934.17870798401,-4483655.7947269445,0.061758344279985465,110000.0,0.1,8.0,-805374.2990768934,-53154703.73907496,event_28,static_open_loop
2028-05-10,M0_HK_financials,-47811.99146648397,-3729335.3343857494,0.03984332622206997,120000.0,0.1,8.0,-444407.94157335564,-34663819.44272174,event_28,static_open_loop
2028-05-10,M1_JP_it,83883.91667999624,4529731.500719797,0.055922611119997495,150000.0,0.1,8.0,514122.8808552387,27762635.56618289,event_28,static_open_loop
2028-05-10,M2_US_healthcare,-45099.01986805188,-5051090.225221811,0.0501100220756132,90000.0,0.1,8.0,-319524.7913283077,-35786776.62877046,event_28,static_open_loop
2028-05-10,M3_HK_it,60054.69868882502,3963610.1134624514,0.05459518062620456,110000.0,0.1,8.0,379302.76845911023,25033982.718301274,event_28,static_open_loop
2028-05-10,S0_HK_financials,1.5328406517982184e-08,1.1956157084026103e-06,1.2773672098318487e-14,120000.0,0.1,8.0,119999.99999996842,9359999.999997538,event_28,static_open_loop
2028-05-10,S1_JP_it,-3.197821868417944e-08,-1.72682380894569e-06,2.1318812456119628e-14,150000.0,0.1,8.0,-149999.99999993364,-8099999.999996416,event_28,static_open_loop
2028-05-10,S2_US_healthcare,693.8725630717433,77713.72706403525,0.0007709695145241593,90000.0,0.1,8.0,89306.12743961244,10002286.273236593,event_28,static_open_loop
2028-05-10,S3_HK_it,-1.0759935980053197e-09,-7.10155774683511e-08,9.781759981866543e-16,110000.0,0.1,8.0,-109999.99999999712,-7259999.99999981,event_28,static_open_loop
2028-05-11,U0_HK_financials,81117.93634976413,6327199.035281602,0.06759828029147011,120000.0,0.1,7.0,808508.8456691355,63063689.962192565,event_28,static_open_loop
2028-05-11,U1_JP_it,-143196.18808004048,-7732594.156322186,0.09546412538669365,150000.0,0.1,7.0,-899999.9999757924,-48599999.99869279,event_28,static_open_loop
2028-05-11,U2_US_healthcare,59655.67753926744,6681435.884397953,0.0662840861547416,90000.0,0.1,7.0,602220.3298462727,67448676.94278255,event_28,static_open_loop
2028-05-11,U3_HK_it,-78631.68068676091,-5189690.92532622,0.07148334607887355,110000.0,0.1,7.0,-726742.6183901324,-47965012.81374874,event_28,static_open_loop
2028-05-11,M0_HK_financials,-56022.05266157608,-4369720.107602934,0.04668504388464673,120000.0,0.1,7.0,-388385.8889117795,-30294099.3351188,event_28,static_open_loop
2028-05-11,M1_JP_it,94529.04465498183,5104568.411369019,0.06301936310332122,150000.0,0.1,7.0,419593.8362002569,22658067.15481387,event_28,static_open_loop
2028-05-11,M2_US_healthcare,-50133.17995326853,-5614916.154766075,0.05570353328140948,90000.0,0.1,7.0,-269391.6113750392,-30171860.47400439,event_28,static_open_loop
2028-05-11,M3_HK_it,65651.52104746528,4333000.389132709,0.05968320095224117,110000.0,0.1,7.0,313651.24741164496,20700982.329168566,event_28,static_open_loop
2028-05-11,S0_HK_financials,8121.087650301401,633444.8367235092,0.006767573041917834,120000.0,0.1,7.0,111878.91234966702,8726555.163274027,event_28,static_open_loop
2028-05-11,S1_JP_it,-2.6557430405047286e-08,-1.4341012418725535e-06,1.770495360336486e-14,150000.0,0.1,7.0,-149999.9999999071,-8099999.999994984,event_28,static_open_loop
2028-05-11,S2_US_healthcare,1200.7564337755725,134484.72058286413,0.0013341738153061916,90000.0,0.1,7.0,88105.37100583687,9867801.55265373,event_28,static_open_loop
2028-05-11,S3_HK_it,7.789428229097908e-10,5.141022631204619e-08,7.081298390089007e-16,110000.0,0.1,7.0,-109999.9999999979,-7259999.999999862,event_28,static_open_loop
2028-05-12,U0_HK_financials,97536.41522357172,7607840.387438594,0.0812803460196431,120000.0,0.1,6.0,710972.4304455637,55455849.57475397,event_28,static_open_loop
2028-05-12,U1_JP_it,-149999.99999846015,-8099999.999916848,0.09999999999897342,150000.0,0.1,6.0,-749999.9999773322,-40499999.99877594,event_28,static_open_loop
2028-05-12,U2_US_healthcare,71741.39096102257,8035035.787634527,0.07971265662335841,90000.0,0.1,6.0,530478.9388852501,59413641.155148014,event_28,static_open_loop
2028-05-12,U3_HK_it,-90414.68741620208,-5967369.369469337,0.08219517037836553,110000.0,0.1,6.0,-636327.9309739304,-41997643.44427941,event_28,static_open_loop
2028-05-12,M0_HK_financials,-60961.61976910488,-4755006.34199018,0.0508013498075874,120000.0,0.1,6.0,-327424.26914267463,-25539092.99312862,event_28,static_open_loop
2028-05-12,M1_JP_it,101869.90932471462,5500975.1035345895,0.06791327288314308,150000.0,0.1,6.0,317723.92687554227,17157092.051279284,event_28,static_open_loop
2028-05-12,M2_US_healthcare,-55746.74329570157,-6243635.249118576,0.06194082588411286,90000.0,0.1,6.0,-213644.86807933764,-23928225.224885814,event_28,static_open_loop
2028-05-12,M3_HK_it,72747.75271032799,4801351.678881647,0.06613432064575271,110000.0,0.1,6.0,240903.494701317,15899630.65028692,event_28,static_open_loop
2028-05-12,S0_HK_financials,12391.068482841118,966503.3416616071,0.010325890402367598,120000.0,0.1,6.0,99487.84386682589,7760051.82161242,event_28,static_open_loop
2028-05-12,S1_JP_it,-1.7420047668507904e-08,-9.406825740994268e-07,1.1613365112338602e-14,150000.0,0.1,6.0,-149999.99999988967,-8099999.999994042,event_28,static_open_loop
2028-05-12,S2_US_healthcare,2723.4650197502315,305028.08221202594,0.003026072244166924,90000.0,0.1,6.0,85381.90598608664,9562773.470441703,event_28,static_open_loop
2028-05-12,S3_HK_it,4.154339472713874e-09,2.741864051991157e-07,3.776672247921704e-15,110000.0,0.1,6.0,-110000.00000000205,-7260000.000000135,event_28,static_open_loop
2028-05-15,U0_HK_financials,110972.43048876827,8655849.578123925,0.09247702540730689,120000.0,0.1,5.0,599999.9999567955,46799999.99663005,event_28,static_open_loop
2028-05-15,U1_JP_it,-149999.9999970272,-8099999.999839468,0.09999999999801813,150000.0,0.1,5.0,-599999.999980305,-32399999.998936467,event_28,static_open_loop
2028-05-15,U2_US_healthcare,80478.87807885343,9013634.344831584,0.08942097564317049,90000.0,0.1,5.0,450000.0608063967,50400006.81031643,event_28,static_open_loop
2028-05-15,U3_HK_it,-104606.73451227888,-6904044.477810406,0.09509703137479898,110000.0,0.1,5.0,-531721.1964616515,-35093598.966469,event_28,static_open_loop
2028-05-15,M0_HK_financials,-79134.47246153836,-6172488.8519999925,0.06594539371794864,120000.0,0.1,5.0,-248289.7966811363,-19366604.141128633,event_28,static_open_loop
2028-05-15,M1_JP_it,104581.10326313127,5647379.576209089,0.06972073550875418,150000.0,0.1,5.0,213142.82361241098,11509712.475070193,event_28,static_open_loop
2028-05-15,M2_US_healthcare,-59444.26151568379,-6657757.289756585,0.06604917946187087,90000.0,0.1,5.0,-154200.60656365386,-17270467.935129233,event_28,static_open_loop
2028-05-15,M3_HK_it,70267.77445975627,4637673.114343914,0.0638797949634148,110000.0,0.1,5.0,170635.72024156072,11261957.535943007,event_28,static_open_loop
2028-05-15,S0_HK_financials,22651.92056351905,1766849.8039544858,0.018876600469599207,120000.0,0.1,5.0,76835.92330330684,5993202.017657934,event_28,static_open_loop
2028-05-15,S1_JP_it,-1.0588301589140373e-08,-5.717682858135801e-07,7.058867726093582e-15,150000.0,0.1,5.0,-149999.9999998791,-8099999.999993471,event_28,static_open_loop
2028-05-15,S2_US_healthcare,6790.338895350394,760517.956279244,0.007544820994833771,90000.0,0.1,5.0,78591.56709073624,8802255.514162458,event_28,static_open_loop
