policy_id,policy_aggressiveness,risk_frontier_fraction,liquidity_quantile,liquidity_shape_fraction,alpha_confidence,factor_stress_fraction,training_event_count,mean_net_pnl_bps,net_pnl_standard_error_bps,pnl_vol_bps,loss_cvar_95_bps,mean_within_event_drawdown_bps,realized_risk_bps,probability_profitable,hard_pass_all,behavior_pass_rate,predicted_net_pnl_bps,prediction_standard_error_bps,contextual_ridge_multiplier,contextual_cv_rmse_bps,contextual_leverage,contextual_residual_std_bps,training_feature_mean_capacity_pressure,training_feature_mean_alpha_cost_ratio,training_feature_mean_liquidity_ramp_strength,training_feature_mean_factor_concentration,training_feature_mean_forecast_uncertainty_ratio,training_feature_scale_capacity_pressure,training_feature_scale_alpha_cost_ratio,training_feature_scale_liquidity_ramp_strength,training_feature_scale_factor_concentration,training_feature_scale_forecast_uncertainty_ratio,risk_aversion,profile_confidence,net_pnl_lower_bound_bps,monotonic_policy_eligible,operationally_eligible,profit_eligible,realized_risk_budget_bps,within_realized_risk_budget,selected,event_id,as_of,information_cutoff,training_event_ids,current_feature_capacity_pressure,current_feature_alpha_cost_ratio,current_feature_liquidity_ramp_strength,current_feature_factor_concentration,current_feature_forecast_uncertainty_ratio
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,12,1.8885013031993345,0.09433948384023562,0.3268015583422223,0.0,0.32743007705044685,0.32743007705044685,1.0,True,1.0,2.0173208345204277,0.15824190627701779,1.0,0.894215708039856,0.3893332729784635,0.13425123443278122,0.6842268625795352,0.9239829457025968,1.5337061848508329,0.17012705239224757,0.6052964077084314,0.15490558993804554,0.4563813042429098,0.5824111005348895,0.06447057301023802,0.27597443355056345,high,0.975,1.7071723973725101,True,True,True,0.4084478423748115,True,True,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,0.77117578096454,1.171320887090055,2.4212078597858353,0.21957645019642108,0.42095177538898715
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,12,2.3129955110711005,0.0918151497443062,0.3180570085233659,0.0,0.47690959024622187,0.47690959024622187,1.0,True,1.0,2.411785453598379,0.23806231548582713,1.0,0.894215708039856,0.3893332729784635,0.20197026488008268,0.6842268625795352,0.9239829457025968,1.5337061848508329,0.17012705239224757,0.6052964077084314,0.15490558993804554,0.4563813042429098,0.5824111005348895,0.06447057301023802,0.27597443355056345,high,0.975,1.945191889169946,True,True,True,0.4084478423748115,False,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,0.77117578096454,1.171320887090055,2.4212078597858353,0.21957645019642108,0.42095177538898715
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,12,5.822007993677588,0.17475183136011643,0.6053581012628598,0.0,0.3281334051648287,0.6053581012628598,1.0,False,1.0,5.700641335337886,0.23268296990101062,1.0,0.894215708039856,0.3893332729784635,0.19740646884025304,0.6842268625795352,0.9239829457025968,1.5337061848508329,0.17012705239224757,0.6052964077084314,0.15490558993804554,0.4563813042429098,0.5824111005348895,0.06447057301023802,0.27597443355056345,high,0.975,5.244591094516088,True,False,False,0.4084478423748115,False,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,0.77117578096454,1.171320887090055,2.4212078597858353,0.21957645019642108,0.42095177538898715
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,12,3.135489376672298,0.1923114711213315,0.6661864777209221,0.0,0.779976352014012,0.779976352014012,1.0,True,1.0,3.150627442233443,0.5798648718438567,1.0,0.894215708039856,0.3893332729784635,0.4919529641722372,0.6842268625795352,0.9239829457025968,1.5337061848508329,0.17012705239224757,0.6052964077084314,0.15490558993804554,0.4563813042429098,0.5824111005348895,0.06447057301023802,0.27597443355056345,high,0.975,2.01411317751955,True,True,True,0.4084478423748115,False,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,0.77117578096454,1.171320887090055,2.4212078597858353,0.21957645019642108,0.42095177538898715
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,12,5.500735563776181,0.31109313561398344,1.0776582335386684,0.0,0.4307440339598174,1.0776582335386684,1.0,True,0.75,5.281461019396354,0.493467860388153,1.0,0.894215708039856,0.3893332729784635,0.41865439420350614,0.6842268625795352,0.9239829457025968,1.5337061848508329,0.17012705239224757,0.6052964077084314,0.15490558993804554,0.4563813042429098,0.5824111005348895,0.06447057301023802,0.27597443355056345,high,0.975,4.314281785507535,True,False,False,0.4084478423748115,False,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,0.77117578096454,1.171320887090055,2.4212078597858353,0.21957645019642108,0.42095177538898715
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,12,3.13318205115524,0.4119864214572579,1.4271628279849107,0.0,1.2297306477616181,1.4271628279849107,1.0,True,1.0,3.013362029984361,0.9763934943478704,1.0,0.894215708039856,0.3893332729784635,0.8283648433738316,0.6842268625795352,0.9239829457025968,1.5337061848508329,0.17012705239224757,0.6052964077084314,0.15490558993804554,0.4563813042429098,0.5824111005348895,0.06447057301023802,0.27597443355056345,high,0.975,1.099665946323323,True,True,True,0.4084478423748115,False,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,0.77117578096454,1.171320887090055,2.4212078597858353,0.21957645019642108,0.42095177538898715
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,12,2.886198505582474,0.5622772077545664,1.9477853835377401,0.10465652953070995,1.6778678960165687,1.9477853835377401,0.9166666666666666,True,1.0,2.728584249993799,1.272855411644664,1.0,0.894215708039856,0.3893332729784635,1.0798808879905415,0.6842268625795352,0.9239829457025968,1.5337061848508329,0.17012705239224757,0.6052964077084314,0.15490558993804554,0.4563813042429098,0.5824111005348895,0.06447057301023802,0.27597443355056345,high,0.975,0.2338334856433537,True,True,True,0.4084478423748115,False,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,0.77117578096454,1.171320887090055,2.4212078597858353,0.21957645019642108,0.42095177538898715
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,12,1.8885013031993345,0.09433948384023562,0.3268015583422223,0.0,0.32743007705044685,0.32743007705044685,1.0,True,1.0,2.0173208345204277,0.15824190627701779,1.0,0.894215708039856,0.3893332729784635,0.13425123443278122,0.6842268625795352,0.9239829457025968,1.5337061848508329,0.17012705239224757,0.6052964077084314,0.15490558993804554,0.4563813042429098,0.5824111005348895,0.06447057301023802,0.27597443355056345,medium,0.75,1.9105882906850902,True,True,True,1.1376077302940935,True,True,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,0.77117578096454,1.171320887090055,2.4212078597858353,0.21957645019642108,0.42095177538898715
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,12,2.3129955110711005,0.0918151497443062,0.3180570085233659,0.0,0.47690959024622187,0.47690959024622187,1.0,True,1.0,2.411785453598379,0.23806231548582713,1.0,0.894215708039856,0.3893332729784635,0.20197026488008268,0.6842268625795352,0.9239829457025968,1.5337061848508329,0.17012705239224757,0.6052964077084314,0.15490558993804554,0.4563813042429098,0.5824111005348895,0.06447057301023802,0.27597443355056345,medium,0.75,2.251214861895243,True,True,True,1.1376077302940935,True,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,0.77117578096454,1.171320887090055,2.4212078597858353,0.21957645019642108,0.42095177538898715
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,12,5.822007993677588,0.17475183136011643,0.6053581012628598,0.0,0.3281334051648287,0.6053581012628598,1.0,False,1.0,5.700641335337886,0.23268296990101062,1.0,0.894215708039856,0.3893332729784635,0.19740646884025304,0.6842268625795352,0.9239829457025968,1.5337061848508329,0.17012705239224757,0.6052964077084314,0.15490558993804554,0.4563813042429098,0.5824111005348895,0.06447057301023802,0.27597443355056345,medium,0.75,5.5436990570944715,True,False,False,1.1376077302940935,True,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,0.77117578096454,1.171320887090055,2.4212078597858353,0.21957645019642108,0.42095177538898715
